miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-267,MIMAT0000066,hsa-let-7e-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-268,MIMAT0000066,hsa-let-7e-5p,LINC01806,100996579,ENSG00000227403
miRNet-lnc-269,MIMAT0000066,hsa-let-7e-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-270,MIMAT0000066,hsa-let-7e-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-271,MIMAT0000066,hsa-let-7e-5p,LINC00885,401109,ENSG00000224652
miRNet-lnc-272,MIMAT0000066,hsa-let-7e-5p,LINC02432,100507639,ENSG00000248810
miRNet-lnc-273,MIMAT0000066,hsa-let-7e-5p,SLC9A3-AS1,100288152,ENSG00000225138
miRNet-lnc-274,MIMAT0000066,hsa-let-7e-5p,LINC02242,105379006,ENSG00000249736
miRNet-lnc-275,MIMAT0000066,hsa-let-7e-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-276,MIMAT0000066,hsa-let-7e-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-277,MIMAT0000066,hsa-let-7e-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-278,MIMAT0000066,hsa-let-7e-5p,CARMN,728264,ENSG00000249669
miRNet-lnc-279,MIMAT0000066,hsa-let-7e-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-280,MIMAT0000066,hsa-let-7e-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-281,MIMAT0000066,hsa-let-7e-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-282,MIMAT0000066,hsa-let-7e-5p,IER3-AS1,105379695,ENSG00000272273
miRNet-lnc-283,MIMAT0000066,hsa-let-7e-5p,HOXA11-AS,221883,ENSG00000240990
miRNet-lnc-284,MIMAT0000066,hsa-let-7e-5p,TRG-AS1,100506776,ENSG00000281103
miRNet-lnc-285,MIMAT0000066,hsa-let-7e-5p,LINC00265,349114,ENSG00000188185
miRNet-lnc-286,MIMAT0000066,hsa-let-7e-5p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-287,MIMAT0000066,hsa-let-7e-5p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-288,MIMAT0000066,hsa-let-7e-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-289,MIMAT0000066,hsa-let-7e-5p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-290,MIMAT0000066,hsa-let-7e-5p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-291,MIMAT0000066,hsa-let-7e-5p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-292,MIMAT0000066,hsa-let-7e-5p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-293,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-294,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-295,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-296,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-297,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-298,MIMAT0000066,hsa-let-7e-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-299,MIMAT0000066,hsa-let-7e-5p,LINC00294,283267,ENSG00000280798
miRNet-lnc-300,MIMAT0000066,hsa-let-7e-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-301,MIMAT0000066,hsa-let-7e-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-302,MIMAT0000066,hsa-let-7e-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-303,MIMAT0000066,hsa-let-7e-5p,LINC02381,400043,ENSG00000250742
miRNet-lnc-304,MIMAT0000066,hsa-let-7e-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-305,MIMAT0000066,hsa-let-7e-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-306,MIMAT0000066,hsa-let-7e-5p,G2E3-AS1,105370431,ENSG00000257636
miRNet-lnc-307,MIMAT0000066,hsa-let-7e-5p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-308,MIMAT0000066,hsa-let-7e-5p,MEG8,79104,ENSG00000225746
miRNet-lnc-309,MIMAT0000066,hsa-let-7e-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-310,MIMAT0000066,hsa-let-7e-5p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-311,MIMAT0000066,hsa-let-7e-5p,DRAIC,145837,ENSG00000245750
miRNet-lnc-312,MIMAT0000066,hsa-let-7e-5p,THSD4-AS1,101929196,ENSG00000259964
miRNet-lnc-313,MIMAT0000066,hsa-let-7e-5p,UBL7-AS1,440288,ENSG00000247240
miRNet-lnc-314,MIMAT0000066,hsa-let-7e-5p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-315,MIMAT0000066,hsa-let-7e-5p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-316,MIMAT0000066,hsa-let-7e-5p,LINC01978,101928738,ENSG00000262188
miRNet-lnc-317,MIMAT0000066,hsa-let-7e-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-318,MIMAT0000066,hsa-let-7e-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-319,MIMAT0000066,hsa-let-7e-5p,ZNF571-AS1,100507433,ENSG00000267470
miRNet-lnc-320,MIMAT0000066,hsa-let-7e-5p,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-321,MIMAT0000066,hsa-let-7e-5p,MIR99AHG,388815,ENSG00000215386
miRNet-lnc-322,MIMAT0000066,hsa-let-7e-5p,LINC01678,105377138,ENSG00000225331
miRNet-lnc-323,MIMAT0000066,hsa-let-7e-5p,TTC28-AS1,284900,ENSG00000235954
miRNet-lnc-324,MIMAT0000066,hsa-let-7e-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-325,MIMAT0000066,hsa-let-7e-5p,XIST,7503,ENSG00000229807
miRNet-lnc-326,MIMAT0000066,hsa-let-7e-5p,XIST,7503,ENSG00000229807
miRNet-lnc-327,MIMAT0000066,hsa-let-7e-5p,XIST,7503,ENSG00000229807
miRNet-lnc-328,MIMAT0000066,hsa-let-7e-5p,XIST,7503,ENSG00000229807
miRNet-lnc-329,MIMAT0000066,hsa-let-7e-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-330,MIMAT0000066,hsa-let-7e-5p,TTTY15,64595,ENSG00000233864
miRNet-lnc-331,MIMAT0000067,hsa-let-7f-5p,ZNF436-AS1,148898,ENSG00000249087
miRNet-lnc-332,MIMAT0000067,hsa-let-7f-5p,SNHG12,85028,ENSG00000197989
miRNet-lnc-333,MIMAT0000067,hsa-let-7f-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-334,MIMAT0000067,hsa-let-7f-5p,LINC01806,100996579,ENSG00000227403
miRNet-lnc-335,MIMAT0000067,hsa-let-7f-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-336,MIMAT0000067,hsa-let-7f-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-337,MIMAT0000067,hsa-let-7f-5p,LINC00885,401109,ENSG00000224652
miRNet-lnc-338,MIMAT0000067,hsa-let-7f-5p,LINC02432,100507639,ENSG00000248810
miRNet-lnc-339,MIMAT0000067,hsa-let-7f-5p,SLC9A3-AS1,100288152,ENSG00000225138
miRNet-lnc-340,MIMAT0000067,hsa-let-7f-5p,LINC02242,105379006,ENSG00000249736
miRNet-lnc-341,MIMAT0000067,hsa-let-7f-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-342,MIMAT0000067,hsa-let-7f-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-343,MIMAT0000067,hsa-let-7f-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-344,MIMAT0000067,hsa-let-7f-5p,CARMN,728264,ENSG00000249669
miRNet-lnc-345,MIMAT0000067,hsa-let-7f-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-346,MIMAT0000067,hsa-let-7f-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-347,MIMAT0000067,hsa-let-7f-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-348,MIMAT0000067,hsa-let-7f-5p,IER3-AS1,105379695,ENSG00000272273
miRNet-lnc-349,MIMAT0000067,hsa-let-7f-5p,HOXA11-AS,221883,ENSG00000240990
miRNet-lnc-350,MIMAT0000067,hsa-let-7f-5p,TRG-AS1,100506776,ENSG00000281103
miRNet-lnc-351,MIMAT0000067,hsa-let-7f-5p,LINC00265,349114,ENSG00000188185
miRNet-lnc-352,MIMAT0000067,hsa-let-7f-5p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-353,MIMAT0000067,hsa-let-7f-5p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-354,MIMAT0000067,hsa-let-7f-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-355,MIMAT0000067,hsa-let-7f-5p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-356,MIMAT0000067,hsa-let-7f-5p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-357,MIMAT0000067,hsa-let-7f-5p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-358,MIMAT0000067,hsa-let-7f-5p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-359,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-360,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-361,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-362,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-363,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-364,MIMAT0000067,hsa-let-7f-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-365,MIMAT0000067,hsa-let-7f-5p,LINC00294,283267,ENSG00000280798
miRNet-lnc-366,MIMAT0000067,hsa-let-7f-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-367,MIMAT0000067,hsa-let-7f-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-368,MIMAT0000067,hsa-let-7f-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-369,MIMAT0000067,hsa-let-7f-5p,LINC02381,400043,ENSG00000250742
miRNet-lnc-370,MIMAT0000067,hsa-let-7f-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-371,MIMAT0000067,hsa-let-7f-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-372,MIMAT0000067,hsa-let-7f-5p,G2E3-AS1,105370431,ENSG00000257636
miRNet-lnc-373,MIMAT0000067,hsa-let-7f-5p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-374,MIMAT0000067,hsa-let-7f-5p,MEG8,79104,ENSG00000225746
miRNet-lnc-375,MIMAT0000067,hsa-let-7f-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-376,MIMAT0000067,hsa-let-7f-5p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-377,MIMAT0000067,hsa-let-7f-5p,DRAIC,145837,ENSG00000245750
miRNet-lnc-378,MIMAT0000067,hsa-let-7f-5p,THSD4-AS1,101929196,ENSG00000259964
miRNet-lnc-379,MIMAT0000067,hsa-let-7f-5p,UBL7-AS1,440288,ENSG00000247240
miRNet-lnc-380,MIMAT0000067,hsa-let-7f-5p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-381,MIMAT0000067,hsa-let-7f-5p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-382,MIMAT0000067,hsa-let-7f-5p,LINC01978,101928738,ENSG00000262188
miRNet-lnc-383,MIMAT0000067,hsa-let-7f-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-384,MIMAT0000067,hsa-let-7f-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-385,MIMAT0000067,hsa-let-7f-5p,ZNF571-AS1,100507433,ENSG00000267470
miRNet-lnc-386,MIMAT0000067,hsa-let-7f-5p,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-387,MIMAT0000067,hsa-let-7f-5p,MIR99AHG,388815,ENSG00000215386
miRNet-lnc-388,MIMAT0000067,hsa-let-7f-5p,LINC01678,105377138,ENSG00000225331
miRNet-lnc-389,MIMAT0000067,hsa-let-7f-5p,TTC28-AS1,284900,ENSG00000235954
miRNet-lnc-390,MIMAT0000067,hsa-let-7f-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-391,MIMAT0000067,hsa-let-7f-5p,XIST,7503,ENSG00000229807
miRNet-lnc-392,MIMAT0000067,hsa-let-7f-5p,XIST,7503,ENSG00000229807
miRNet-lnc-393,MIMAT0000067,hsa-let-7f-5p,XIST,7503,ENSG00000229807
miRNet-lnc-394,MIMAT0000067,hsa-let-7f-5p,XIST,7503,ENSG00000229807
miRNet-lnc-395,MIMAT0000067,hsa-let-7f-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-396,MIMAT0000067,hsa-let-7f-5p,TTTY15,64595,ENSG00000233864
miRNet-lnc-397,MIMAT0000414,hsa-let-7g-5p,ZNF436-AS1,148898,ENSG00000249087
miRNet-lnc-398,MIMAT0000414,hsa-let-7g-5p,SNHG12,85028,ENSG00000197989
miRNet-lnc-399,MIMAT0000414,hsa-let-7g-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-400,MIMAT0000414,hsa-let-7g-5p,LINC01806,100996579,ENSG00000227403
miRNet-lnc-401,MIMAT0000414,hsa-let-7g-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-402,MIMAT0000414,hsa-let-7g-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-403,MIMAT0000414,hsa-let-7g-5p,LINC00885,401109,ENSG00000224652
miRNet-lnc-404,MIMAT0000414,hsa-let-7g-5p,LINC02432,100507639,ENSG00000248810
miRNet-lnc-405,MIMAT0000414,hsa-let-7g-5p,SLC9A3-AS1,100288152,ENSG00000225138
miRNet-lnc-406,MIMAT0000414,hsa-let-7g-5p,LINC02242,105379006,ENSG00000249736
miRNet-lnc-407,MIMAT0000414,hsa-let-7g-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-408,MIMAT0000414,hsa-let-7g-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-409,MIMAT0000414,hsa-let-7g-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-410,MIMAT0000414,hsa-let-7g-5p,CARMN,728264,ENSG00000249669
miRNet-lnc-411,MIMAT0000414,hsa-let-7g-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-412,MIMAT0000414,hsa-let-7g-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-413,MIMAT0000414,hsa-let-7g-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-414,MIMAT0000414,hsa-let-7g-5p,IER3-AS1,105379695,ENSG00000272273
miRNet-lnc-415,MIMAT0000414,hsa-let-7g-5p,HOXA11-AS,221883,ENSG00000240990
miRNet-lnc-416,MIMAT0000414,hsa-let-7g-5p,TRG-AS1,100506776,ENSG00000281103
miRNet-lnc-417,MIMAT0000414,hsa-let-7g-5p,LINC00265,349114,ENSG00000188185
miRNet-lnc-418,MIMAT0000414,hsa-let-7g-5p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-419,MIMAT0000414,hsa-let-7g-5p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-420,MIMAT0000414,hsa-let-7g-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-421,MIMAT0000414,hsa-let-7g-5p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-422,MIMAT0000414,hsa-let-7g-5p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-423,MIMAT0000414,hsa-let-7g-5p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-424,MIMAT0000414,hsa-let-7g-5p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-425,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-426,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-427,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-428,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-429,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-430,MIMAT0000414,hsa-let-7g-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-431,MIMAT0000414,hsa-let-7g-5p,LINC00294,283267,ENSG00000280798
miRNet-lnc-432,MIMAT0000414,hsa-let-7g-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-433,MIMAT0000414,hsa-let-7g-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-434,MIMAT0000414,hsa-let-7g-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-435,MIMAT0000414,hsa-let-7g-5p,LINC02381,400043,ENSG00000250742
miRNet-lnc-436,MIMAT0000414,hsa-let-7g-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-437,MIMAT0000414,hsa-let-7g-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-438,MIMAT0000414,hsa-let-7g-5p,G2E3-AS1,105370431,ENSG00000257636
miRNet-lnc-439,MIMAT0000414,hsa-let-7g-5p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-440,MIMAT0000414,hsa-let-7g-5p,MEG8,79104,ENSG00000225746
miRNet-lnc-441,MIMAT0000414,hsa-let-7g-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-442,MIMAT0000414,hsa-let-7g-5p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-443,MIMAT0000414,hsa-let-7g-5p,DRAIC,145837,ENSG00000245750
miRNet-lnc-444,MIMAT0000414,hsa-let-7g-5p,THSD4-AS1,101929196,ENSG00000259964
miRNet-lnc-445,MIMAT0000414,hsa-let-7g-5p,UBL7-AS1,440288,ENSG00000247240
miRNet-lnc-446,MIMAT0000414,hsa-let-7g-5p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-447,MIMAT0000414,hsa-let-7g-5p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-448,MIMAT0000414,hsa-let-7g-5p,LINC01978,101928738,ENSG00000262188
miRNet-lnc-449,MIMAT0000414,hsa-let-7g-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-450,MIMAT0000414,hsa-let-7g-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-451,MIMAT0000414,hsa-let-7g-5p,ZNF571-AS1,100507433,ENSG00000267470
miRNet-lnc-452,MIMAT0000414,hsa-let-7g-5p,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-453,MIMAT0000414,hsa-let-7g-5p,MIR99AHG,388815,ENSG00000215386
miRNet-lnc-454,MIMAT0000414,hsa-let-7g-5p,LINC01678,105377138,ENSG00000225331
miRNet-lnc-455,MIMAT0000414,hsa-let-7g-5p,TTC28-AS1,284900,ENSG00000235954
miRNet-lnc-456,MIMAT0000414,hsa-let-7g-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-457,MIMAT0000414,hsa-let-7g-5p,XIST,7503,ENSG00000229807
miRNet-lnc-458,MIMAT0000414,hsa-let-7g-5p,XIST,7503,ENSG00000229807
miRNet-lnc-459,MIMAT0000414,hsa-let-7g-5p,XIST,7503,ENSG00000229807
miRNet-lnc-460,MIMAT0000414,hsa-let-7g-5p,XIST,7503,ENSG00000229807
miRNet-lnc-461,MIMAT0000414,hsa-let-7g-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-462,MIMAT0000414,hsa-let-7g-5p,TTTY15,64595,ENSG00000233864
miRNet-lnc-463,MIMAT0000415,hsa-let-7i-5p,ZNF436-AS1,148898,ENSG00000249087
miRNet-lnc-464,MIMAT0000415,hsa-let-7i-5p,SNHG12,85028,ENSG00000197989
miRNet-lnc-465,MIMAT0000415,hsa-let-7i-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-466,MIMAT0000415,hsa-let-7i-5p,LINC01806,100996579,ENSG00000227403
miRNet-lnc-467,MIMAT0000415,hsa-let-7i-5p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-468,MIMAT0000415,hsa-let-7i-5p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-469,MIMAT0000415,hsa-let-7i-5p,LINC00885,401109,ENSG00000224652
miRNet-lnc-470,MIMAT0000415,hsa-let-7i-5p,LINC02432,100507639,ENSG00000248810
miRNet-lnc-471,MIMAT0000415,hsa-let-7i-5p,SLC9A3-AS1,100288152,ENSG00000225138
miRNet-lnc-472,MIMAT0000415,hsa-let-7i-5p,LINC02242,105379006,ENSG00000249736
miRNet-lnc-473,MIMAT0000415,hsa-let-7i-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-474,MIMAT0000415,hsa-let-7i-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-475,MIMAT0000415,hsa-let-7i-5p,SNHG4,724102,ENSG00000281398
miRNet-lnc-476,MIMAT0000415,hsa-let-7i-5p,CARMN,728264,ENSG00000249669
miRNet-lnc-477,MIMAT0000415,hsa-let-7i-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-478,MIMAT0000415,hsa-let-7i-5p,HEIH,100859930,ENSG00000278970
miRNet-lnc-479,MIMAT0000415,hsa-let-7i-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-480,MIMAT0000415,hsa-let-7i-5p,IER3-AS1,105379695,ENSG00000272273
miRNet-lnc-481,MIMAT0000415,hsa-let-7i-5p,HOXA11-AS,221883,ENSG00000240990
miRNet-lnc-482,MIMAT0000415,hsa-let-7i-5p,TRG-AS1,100506776,ENSG00000281103
miRNet-lnc-483,MIMAT0000415,hsa-let-7i-5p,LINC00265,349114,ENSG00000188185
miRNet-lnc-484,MIMAT0000415,hsa-let-7i-5p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-485,MIMAT0000415,hsa-let-7i-5p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-486,MIMAT0000415,hsa-let-7i-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-487,MIMAT0000415,hsa-let-7i-5p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-488,MIMAT0000415,hsa-let-7i-5p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-489,MIMAT0000415,hsa-let-7i-5p,RPARP-AS1,100505761,ENSG00000269609
miRNet-lnc-490,MIMAT0000415,hsa-let-7i-5p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-491,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-492,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-493,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-494,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-495,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-496,MIMAT0000415,hsa-let-7i-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-497,MIMAT0000415,hsa-let-7i-5p,LINC00294,283267,ENSG00000280798
miRNet-lnc-498,MIMAT0000415,hsa-let-7i-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-499,MIMAT0000415,hsa-let-7i-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-500,MIMAT0000415,hsa-let-7i-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-501,MIMAT0000415,hsa-let-7i-5p,LINC02381,400043,ENSG00000250742
miRNet-lnc-502,MIMAT0000415,hsa-let-7i-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-503,MIMAT0000415,hsa-let-7i-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-504,MIMAT0000415,hsa-let-7i-5p,G2E3-AS1,105370431,ENSG00000257636
miRNet-lnc-505,MIMAT0000415,hsa-let-7i-5p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-506,MIMAT0000415,hsa-let-7i-5p,MEG8,79104,ENSG00000225746
miRNet-lnc-507,MIMAT0000415,hsa-let-7i-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-508,MIMAT0000415,hsa-let-7i-5p,IQCH-AS1,100506686,ENSG00000259673
miRNet-lnc-509,MIMAT0000415,hsa-let-7i-5p,DRAIC,145837,ENSG00000245750
miRNet-lnc-510,MIMAT0000415,hsa-let-7i-5p,THSD4-AS1,101929196,ENSG00000259964
miRNet-lnc-511,MIMAT0000415,hsa-let-7i-5p,UBL7-AS1,440288,ENSG00000247240
miRNet-lnc-512,MIMAT0000415,hsa-let-7i-5p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-513,MIMAT0000415,hsa-let-7i-5p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-514,MIMAT0000415,hsa-let-7i-5p,LINC01978,101928738,ENSG00000262188
miRNet-lnc-515,MIMAT0000415,hsa-let-7i-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-516,MIMAT0000415,hsa-let-7i-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-517,MIMAT0000415,hsa-let-7i-5p,ZNF571-AS1,100507433,ENSG00000267470
miRNet-lnc-518,MIMAT0000415,hsa-let-7i-5p,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-519,MIMAT0000415,hsa-let-7i-5p,MIR99AHG,388815,ENSG00000215386
miRNet-lnc-520,MIMAT0000415,hsa-let-7i-5p,LINC01678,105377138,ENSG00000225331
miRNet-lnc-521,MIMAT0000415,hsa-let-7i-5p,TTC28-AS1,284900,ENSG00000235954
miRNet-lnc-522,MIMAT0000415,hsa-let-7i-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-523,MIMAT0000415,hsa-let-7i-5p,XIST,7503,ENSG00000229807
miRNet-lnc-524,MIMAT0000415,hsa-let-7i-5p,XIST,7503,ENSG00000229807
miRNet-lnc-525,MIMAT0000415,hsa-let-7i-5p,XIST,7503,ENSG00000229807
miRNet-lnc-526,MIMAT0000415,hsa-let-7i-5p,XIST,7503,ENSG00000229807
miRNet-lnc-527,MIMAT0000415,hsa-let-7i-5p,LINC00894,100272228,ENSG00000235703
miRNet-lnc-528,MIMAT0000415,hsa-let-7i-5p,TTTY15,64595,ENSG00000233864
miRNet-lnc-529,MIMAT0000416,hsa-mir-1-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-530,MIMAT0000416,hsa-mir-1-3p,LAMTOR5-AS1,101410535,ENSG00000224699
miRNet-lnc-531,MIMAT0000416,hsa-mir-1-3p,LAMTOR5-AS1,101410535,ENSG00000224699
